carat,cut,color,clarity,depth,table,price,x,y,z,color_classification,z_depth,table_width
0.39,5,3,6,61.3,56.0,988,4.73,4.77,2.91,Colorless,17838.3,26488.0
0.31,5,4,6,61.4,56.0,907,4.38,4.35,2.68,Near Colorless,16455.2,24528.0
0.31,5,5,3,61.5,56.0,591,4.36,4.39,2.69,Near Colorless,16543.5,24416.000000000004
0.33,4,6,8,62.0,58.0,891,4.46,4.44,2.76,Near Colorless,17111.999999999996,25868.0
0.3,3,5,3,61.3,61.0,421,4.25,4.27,2.61,Near Colorless,15999.3,25925.0
0.52,5,1,4,61.8,55.0,1919,5.19,5.16,3.2,Colorless,19776.0,28545.000000000004
0.41,4,2,5,60.6,59.0,1153,4.8,4.77,2.9,Colorless,17574.0,28320.0
0.7,5,4,6,61.0,56.0,3205,5.74,5.77,3.51,Near Colorless,21411.0,32144.0
1.09,5,4,4,61.2,56.0,7357,6.62,6.64,4.06,Near Colorless,24847.199999999997,37072.0
1.01,4,4,5,62.3,59.0,6618,6.42,6.38,3.99,Near Colorless,24857.7,37878.0
0.3,5,4,5,61.9,56.0,776,4.34,4.29,2.67,Near Colorless,16527.3,24304.0
0.5,4,1,3,61.3,60.0,1279,5.15,5.1,3.14,Colorless,19248.2,30900.0
1.13,4,4,2,60.0,61.0,4518,6.78,6.71,4.05,Near Colorless,24300.0,41358.00000000001
0.59,5,4,6,61.0,57.0,2131,5.44,5.41,3.31,Near Colorless,20191.0,31008.000000000004
1.3,2,7,2,62.9,56.0,5124,6.9,6.94,4.35,Near Colorless,27361.499999999996,38640.0
0.45,3,4,2,59.7,61.0,764,4.95,5.0,2.97,Near Colorless,17730.9,30195.0
0.73,5,2,5,62.3,56.0,3311,5.8,5.75,3.6,Colorless,22428.0,32480.0
0.41,5,1,6,62.3,55.0,1295,4.76,4.77,2.97,Colorless,18503.100000000002,26180.0
0.31,2,4,3,63.6,57.0,593,4.33,4.29,2.74,Near Colorless,17426.4,24681.0
1.52,2,5,4,63.3,57.0,10428,7.32,7.33,4.64,Near Colorless,29371.199999999997,41724.0
0.32,5,4,6,61.4,55.0,730,4.4,4.43,2.71,Near Colorless,16639.4,24200.000000000004
1.26,5,4,2,60.9,55.0,6046,7.05,7.0,4.28,Near Colorless,26065.199999999997,38775.0
1.01,2,4,3,63.9,57.0,4588,6.3,6.37,4.05,Near Colorless,25879.499999999996,35910.0
0.9,3,4,2,63.1,59.0,3353,6.11,6.16,3.87,Near Colorless,24419.7,36049.0
0.76,4,1,2,58.8,57.0,2706,6.03,5.98,3.51,Colorless,20638.8,34371.0
0.5,5,4,3,61.7,57.0,1237,5.06,5.08,3.13,Near Colorless,19312.100000000002,28841.999999999996
0.7,4,7,4,61.2,60.0,1940,5.73,5.7,3.5,Near Colorless,21420.0,34380.0
1.21,5,5,5,60.7,57.0,6834,6.86,6.89,4.17,Near Colorless,25311.9,39102.00000000001
1.0,3,4,6,62.3,58.0,7528,6.39,6.45,4.0,Near Colorless,24920.0,37062.0
0.32,4,5,4,60.5,59.0,648,4.43,4.39,2.67,Near Colorless,16153.5,26137.0
2.01,1,5,2,66.7,56.0,10772,7.8,7.76,5.19,Near Colorless,34617.3,43680.0
1.01,2,7,4,62.8,58.0,3655,6.3,6.35,3.97,Near Colorless,24931.6,36540.0
0.35,4,3,4,61.5,59.0,706,4.53,4.55,2.79,Colorless,17158.5,26727.000000000004
1.62,4,3,3,60.1,58.0,11733,7.63,7.59,4.57,Colorless,27465.700000000004,44254.0
0.34,5,4,4,61.1,55.0,765,4.55,4.52,2.77,Near Colorless,16924.7,25025.0
1.2,5,6,3,62.2,57.0,4368,6.8,6.77,4.22,Near Colorless,26248.399999999998,38760.0
0.28,3,1,6,62.2,52.0,777,4.21,4.25,2.63,Colorless,16358.600000000002,21892.0
0.41,4,3,6,60.3,58.0,1192,4.83,4.79,2.9,Colorless,17486.999999999996,28014.0
0.58,4,2,5,60.7,58.0,2105,5.41,5.36,3.27,Colorless,19848.9,31378.000000000004
0.53,4,2,4,58.5,61.0,1908,5.33,5.26,3.1,Colorless,18135.0,32513.0
0.47,5,6,4,62.1,54.0,884,4.98,5.0,3.1,Near Colorless,19251.000000000004,26892.0
0.5,4,1,4,61.1,58.0,1845,5.12,5.09,3.12,Colorless,19063.2,29695.999999999996
0.44,2,1,4,60.6,64.0,1238,4.97,4.89,2.99,Colorless,18119.4,31808.0
0.71,5,1,2,62.3,56.0,2416,5.68,5.72,3.55,Colorless,22116.5,31808.0
0.3,5,4,7,62.3,54.0,789,4.31,4.33,2.69,Near Colorless,16758.699999999997,23273.999999999996
0.48,2,4,5,58.6,62.0,1199,5.14,5.2,3.03,Near Colorless,17755.8,31868.0
0.78,3,2,3,63.4,56.0,2565,5.84,5.9,3.72,Colorless,23584.800000000003,32703.999999999996
0.34,5,5,6,60.9,55.0,652,4.52,4.54,2.75,Near Colorless,16747.5,24859.999999999996
1.1,4,5,5,61.3,58.0,5673,6.66,6.61,4.07,Near Colorless,24949.100000000002,38628.0
0.73,5,1,6,62.2,56.0,4252,5.79,5.73,3.58,Colorless,22267.600000000002,32424.0
1.01,2,6,2,62.6,59.0,3823,6.34,6.43,4.0,Near Colorless,25040.0,37406.0
0.91,3,3,3,62.3,60.0,4049,6.08,6.15,3.81,Colorless,23736.3,36480.0
0.32,5,5,5,61.1,56.0,561,4.44,4.46,2.72,Near Colorless,16619.2,24864.0
1.09,5,3,6,62.1,56.0,10246,6.55,6.59,4.08,Colorless,25336.800000000003,36680.0
1.01,3,1,2,61.4,60.0,4564,6.33,6.38,3.9,Colorless,23945.999999999996,37980.0
2.01,2,6,4,63.8,58.0,15147,7.82,7.89,5.01,Near Colorless,31963.8,45356.0
1.46,4,4,2,59.5,59.0,7931,7.34,7.29,4.35,Near Colorless,25882.5,43306.0
1.0,2,3,3,64.1,60.0,-1,6.25,6.19,3.99,Colorless,25575.899999999998,37500.0
0.71,3,6,7,63.0,58.0,2549,5.66,5.68,3.57,Near Colorless,22491.0,32828.0
0.31,3,2,6,61.5,55.0,710,4.37,4.41,2.7,Colorless,16605.0,24035.0
0.98,2,3,3,56.8,64.0,4226,6.68,6.52,3.75,Colorless,21300.0,42752.0
1.25,2,3,4,63.9,58.0,6440,6.76,6.71,4.31,Colorless,27540.899999999998,39208.0
0.4,5,4,8,62.2,55.0,1333,4.73,4.76,2.95,Near Colorless,18349.0,26015.000000000004
0.7,2,6,3,63.6,55.0,1995,5.62,5.58,3.56,Near Colorless,22641.6,30910.000000000004
0.4,3,2,3,62.2,56.0,694,4.71,4.74,2.94,Colorless,18286.8,26376.0
0.51,5,1,3,61.7,55.0,1569,5.11,5.16,3.17,Colorless,19558.9,28105.0
1.12,5,4,4,62.0,56.0,6652,6.64,6.69,4.13,Near Colorless,25606.0,37184.0
0.33,5,4,6,61.3,56.0,730,4.46,4.48,2.74,Near Colorless,16796.2,24976.0
0.36,5,5,3,61.4,56.0,684,4.56,4.59,2.81,Near Colorless,17253.399999999998,25536.0
0.24,3,3,3,60.9,61.0,404,4.02,4.03,2.45,Colorless,14920.500000000002,24521.999999999996
1.01,4,4,8,61.3,58.0,7352,6.48,6.4,3.95,Near Colorless,24213.5,37584.0
1.07,5,5,3,61.0,56.0,5281,6.6,6.68,4.05,Near Colorless,24705.0,36960.0
1.21,4,5,2,60.9,61.0,5218,6.88,6.82,4.17,Near Colorless,25395.3,41968.0
0.3,2,5,6,63.6,56.0,776,4.29,4.26,2.72,Near Colorless,17299.2,24024.0
0.46,5,5,8,62.2,55.0,1450,4.94,4.99,3.09,Near Colorless,19219.8,27170.000000000004
0.32,4,5,5,62.4,58.0,561,4.35,4.4,2.73,Near Colorless,17035.2,25230.0
0.33,3,3,2,63.0,58.0,434,4.4,4.42,2.78,Colorless,17514.0,25520.0
0.3,4,5,6,60.8,60.0,605,4.29,4.33,2.62,Near Colorless,15929.599999999999,25739.999999999996
0.51,3,2,3,62.8,56.0,1438,5.07,5.15,3.21,Colorless,20158.8,28392.0
1.01,4,3,4,61.1,59.0,6097,6.44,6.35,3.91,Colorless,23890.100000000002,37996.0
1.83,3,6,5,61.9,57.0,13587,7.85,7.91,4.88,Near Colorless,30207.2,44745.0
0.93,2,4,2,64.5,56.3,3425,6.08,6.14,3.94,Near Colorless,25413.0,34230.399999999994
0.57,3,4,5,59.3,56.0,1648,5.38,5.44,3.21,Near Colorless,19035.3,30127.999999999996
0.34,5,2,4,62.6,57.0,745,4.45,4.47,2.79,Colorless,17465.4,25365.0
0.32,4,3,3,60.7,62.0,638,4.43,4.4,2.68,Colorless,16267.600000000002,27465.999999999996
1.01,3,4,5,62.2,53.0,6613,6.48,6.54,4.05,Near Colorless,25191.0,34344.0
1.51,3,5,3,61.7,61.0,9218,7.3,7.35,4.52,Near Colorless,27888.4,44530.0
2.08,5,5,3,61.7,58.0,17469,8.13,8.21,5.04,Near Colorless,31096.800000000003,47154.0
1.02,3,4,2,61.6,61.0,4291,6.46,6.47,3.98,Near Colorless,24516.8,39406.0
0.51,3,1,5,61.0,57.0,1756,5.15,5.18,3.15,Colorless,19215.0,29355.0
1.01,5,4,4,61.0,56.0,6855,6.46,6.49,3.95,Near Colorless,24095.0,36176.0
0.33,5,2,5,62.3,53.8,771,4.42,4.44,2.76,Colorless,17194.8,23779.6
1.51,3,6,3,62.6,60.0,8637,7.27,7.34,4.57,Near Colorless,28608.200000000004,43620.0
1.24,3,6,3,60.4,58.0,5456,6.95,7.02,4.22,Near Colorless,25488.8,40310.0
0.51,4,2,2,62.0,57.0,1205,5.13,5.09,3.17,Colorless,19654.0,29240.999999999996
1.51,5,2,2,62.7,55.0,7272,7.27,7.18,4.53,Colorless,28403.100000000002,39985.0
2.0,1,5,2,65.3,55.0,10752,7.88,7.79,5.12,Near Colorless,33433.6,43340.0
0.41,4,2,3,61.8,60.0,904,4.78,4.74,2.94,Colorless,18169.199999999997,28680.0
0.23,3,5,6,62.4,55.0,431,3.91,3.94,2.45,Near Colorless,15288.0,21505.0
1.28,5,6,2,62.5,59.0,5719,6.88,6.95,4.32,Near Colorless,27000.0,40592.0
0.27,5,5,5,62.2,56.0,449,4.12,4.15,2.57,Near Colorless,15985.399999999998,23072.0
0.3,5,3,8,59.8,58.0,873,4.37,4.46,2.64,Colorless,15787.2,25346.0
1.15,4,4,5,63.0,60.0,7032,6.68,6.6,4.18,Near Colorless,26333.999999999996,40079.99999999999
0.72,5,7,4,61.4,57.0,2099,5.76,5.8,3.55,Near Colorless,21796.999999999996,32832.0
1.01,2,4,2,61.1,62.0,3948,6.38,6.48,3.93,Near Colorless,24012.300000000003,39556.0
1.6,4,3,2,61.8,57.0,6899,7.51,7.46,4.63,Colorless,28613.399999999994,42807.0
0.71,5,3,2,61.8,57.0,2667,5.69,5.72,3.53,Colorless,21815.399999999998,32433.000000000004
0.4,3,3,5,62.2,57.6,1089,4.74,4.76,2.96,Colorless,18411.2,27302.4
0.31,5,5,8,62.1,54.0,1046,4.37,4.33,2.7,Near Colorless,16767.0,23598.0
1.07,5,5,4,61.8,56.0,5108,6.52,6.55,4.04,Near Colorless,24967.2,36512.0
0.33,5,3,4,61.1,56.0,804,4.47,4.5,2.74,Colorless,16741.4,25032.0
0.31,5,4,4,62.1,55.0,577,4.35,4.38,2.71,Near Colorless,16829.1,23924.999999999996
0.3,4,4,5,62.5,59.0,787,4.32,4.25,2.68,Near Colorless,16750.0,25488.000000000004
0.96,1,5,1,64.3,59.0,1739,6.38,5.88,3.98,Near Colorless,25591.399999999998,37642.0
0.32,5,2,1,60.7,57.0,490,4.45,4.41,2.69,Colorless,16328.300000000001,25365.0
0.49,3,3,3,62.5,57.0,1116,4.99,5.02,3.13,Colorless,19562.5,28443.0
1.03,4,4,5,62.2,57.0,6659,6.47,6.42,4.01,Near Colorless,24942.2,36879.0
1.67,3,7,3,62.3,59.0,7911,7.59,7.63,4.74,Near Colorless,29530.2,44781.0
1.67,4,6,5,61.1,58.0,11400,7.69,7.6,4.67,Near Colorless,28533.699999999997,44602.00000000001
0.7,3,5,3,63.3,58.0,2048,5.61,5.64,3.56,Near Colorless,22534.8,32538.0
1.5,3,2,3,59.4,59.0,11325,7.42,7.49,4.43,Colorless,26314.2,43778.0
0.28,3,4,4,61.3,57.0,492,4.21,4.24,2.59,Near Colorless,15876.699999999999,23997.0
0.3,2,4,4,63.1,57.0,526,4.24,4.28,2.69,Near Colorless,16973.9,24168.0
0.56,5,4,6,61.6,56.0,2081,5.32,5.29,3.27,Near Colorless,20143.2,29792.0
0.31,5,1,5,60.6,57.0,713,4.36,4.39,2.65,Colorless,16059.0,24852.0
0.3,4,2,4,62.0,60.0,844,4.26,4.23,2.63,Colorless,16306.0,25560.0
1.21,3,5,2,62.6,61.0,5324,6.7,6.75,4.21,Near Colorless,26354.6,40870.0
1.2,4,5,3,62.2,58.0,5746,6.78,6.72,4.2,Near Colorless,26124.0,39324.0
0.96,1,4,1,64.5,60.0,2068,6.16,6.11,3.96,Near Colorless,25542.0,36960.0
0.54,5,3,5,61.8,54.0,1724,5.24,5.27,3.25,Colorless,20085.0,28296.000000000004
0.33,5,3,7,61.4,55.0,893,4.47,4.52,2.76,Colorless,16946.399999999998,24585.0
1.06,4,7,2,61.3,60.0,3740,6.59,6.52,4.02,Near Colorless,24642.599999999995,39540.0
1.07,5,4,4,63.0,55.0,6471,6.55,6.5,4.11,Near Colorless,25893.0,36025.0
1.52,5,2,3,62.0,56.0,12907,7.36,7.34,4.56,Colorless,28271.999999999996,41216.0
0.32,5,4,3,62.5,55.0,612,4.38,4.35,2.73,Near Colorless,17062.5,24090.0
1.05,3,2,5,63.1,59.0,7969,6.49,6.45,4.08,Colorless,25744.800000000003,38291.0
0.71,4,6,5,62.5,59.0,2202,5.75,5.71,3.58,Near Colorless,22375.0,33925.0
1.09,4,5,2,61.2,62.0,4395,6.63,6.58,4.04,Near Colorless,24724.800000000003,41106.0
1.0,1,4,2,64.7,58.0,3541,6.24,6.19,4.02,Near Colorless,26009.399999999998,36192.0
1.08,3,5,4,62.2,57.0,5155,6.5,6.55,4.06,Near Colorless,25253.199999999997,37050.0
0.9,4,3,3,62.6,60.0,4103,6.11,6.06,3.81,Colorless,23850.6,36660.0
0.75,4,2,3,59.9,54.0,2760,6.0,5.96,3.58,Colorless,21444.2,32400.0
0.23,3,1,4,62.9,57.0,402,3.92,3.97,2.48,Colorless,15599.199999999999,22344.0
0.32,5,4,4,61.5,55.0,580,4.39,4.43,2.71,Near Colorless,16666.5,24145.0
0.34,5,4,4,62.0,55.0,596,4.46,4.48,2.77,Near Colorless,17174.0,24530.0
0.3,4,1,2,62.9,58.0,574,4.29,4.26,2.69,Colorless,16920.1,24882.0
1.7,5,2,3,60.1,57.0,14623,7.71,7.74,4.64,Colorless,27886.399999999998,43947.0
0.53,5,4,4,61.6,56.0,1607,5.24,5.19,3.21,Near Colorless,19773.6,29344.0
2.03,4,7,2,61.7,61.0,12078,8.18,8.04,5.0,Near Colorless,30850.0,49897.99999999999
0.7,4,4,4,62.9,62.0,2550,5.63,5.57,3.52,Near Colorless,22140.8,34906.0
0.75,5,4,3,62.2,57.0,2456,5.8,5.84,3.62,Near Colorless,22516.4,33060.0
0.31,5,1,6,61.6,54.0,840,4.37,4.4,2.7,Colorless,16632.000000000004,23598.0
0.32,3,7,3,63.2,56.0,480,4.36,4.31,2.74,Near Colorless,17316.800000000003,24416.000000000004
0.9,4,2,2,60.4,59.0,3856,6.24,6.21,3.76,Colorless,22710.399999999998,36816.0
0.39,4,4,4,61.2,60.0,787,4.68,4.73,2.88,Near Colorless,17625.6,28079.999999999996
0.71,4,4,4,60.3,59.0,2443,5.79,5.76,3.48,Near Colorless,20984.399999999998,34161.0
0.31,5,4,8,61.9,56.0,988,4.39,4.36,2.71,Near Colorless,16774.899999999998,24583.999999999996
0.7,4,3,3,62.1,58.0,2504,5.64,5.7,3.52,Colorless,21859.2,32712.0
0.3,5,6,5,61.5,58.0,454,4.28,4.31,2.64,Near Colorless,16236.000000000002,24824.0
1.3,4,1,2,61.5,58.0,7044,6.98,6.91,4.27,Colorless,26260.499999999996,40484.0
2.0,5,6,5,62.3,56.0,12907,8.08,8.03,5.02,Near Colorless,31274.6,45248.0
0.71,5,2,4,61.7,56.0,2709,5.73,5.75,3.54,Colorless,21841.8,32088.0
1.31,4,5,3,59.3,59.0,7395,7.18,7.13,4.24,Near Colorless,25143.199999999997,42362.0
1.01,5,3,6,61.6,56.0,8971,6.43,6.49,3.98,Colorless,24516.8,36008.0
0.51,4,2,5,61.6,57.0,1989,5.13,5.1,3.15,Colorless,19404.0,29240.999999999996
1.5,3,7,4,60.5,63.0,7308,7.32,7.27,4.41,Near Colorless,26680.5,46116.0
0.51,3,2,3,62.9,55.0,1284,5.06,5.12,3.2,Colorless,20128.0,27829.999999999996
0.74,4,1,3,60.6,60.0,2655,5.88,5.84,3.55,Colorless,21513.0,35280.0
1.43,1,2,3,65.1,56.0,7928,7.1,7.03,4.61,Colorless,30011.1,39760.0
0.9,4,6,5,60.7,58.0,3145,6.3,6.19,3.79,Near Colorless,23005.300000000003,36540.0
0.91,4,5,4,62.3,57.0,3963,6.22,6.13,3.85,Near Colorless,23985.5,35454.0
0.76,2,4,5,60.3,60.7,3121,5.86,5.9,3.55,Near Colorless,21406.499999999996,35570.200000000004
1.06,4,6,3,62.9,60.0,4155,6.47,6.43,4.06,Near Colorless,25537.399999999998,38820.0
0.55,3,1,3,61.6,56.0,1580,5.24,5.28,3.24,Colorless,19958.4,29344.0
0.34,4,4,4,61.2,59.0,765,4.49,4.43,2.73,Near Colorless,16707.6,26491.000000000004
1.22,3,4,5,61.2,58.0,9261,6.85,6.9,4.21,Near Colorless,25765.199999999997,39729.99999999999
1.51,4,3,4,59.1,60.0,15253,7.52,7.45,4.42,Colorless,26122.199999999997,45120.0
0.5,5,1,3,62.6,57.0,1654,5.1,5.06,3.18,Colorless,19906.800000000003,29070.0
1.17,2,6,3,60.0,64.0,4586,6.91,6.83,4.12,Near Colorless,24720.0,44224.0
1.17,4,6,3,62.6,58.0,4914,6.71,6.64,4.18,Near Colorless,26166.8,38918.0
0.8,2,2,4,63.3,59.0,3365,5.82,5.87,3.7,Colorless,23421.0,34338.0
0.42,5,1,5,62.3,57.0,1350,4.8,4.76,2.98,Colorless,18565.4,27359.999999999996
0.71,4,4,3,62.3,56.0,2283,5.69,5.65,3.53,Near Colorless,21991.899999999998,31864.000000000004
0.8,1,4,2,61.2,58.0,2246,5.96,5.93,3.64,Near Colorless,22276.800000000003,34568.0
0.31,5,4,7,61.8,54.0,789,4.39,4.41,2.72,Near Colorless,16809.6,23705.999999999996
0.73,4,3,4,58.7,57.0,2882,5.97,5.92,3.49,Colorless,20486.300000000003,34029.0
1.21,5,3,4,62.9,54.0,8557,6.82,6.78,4.28,Colorless,26921.199999999997,36828.0
0.3,4,4,7,60.6,61.0,1013,4.35,4.33,2.63,Near Colorless,15937.8,26534.999999999996
0.77,4,2,4,60.5,59.0,3234,5.98,5.92,3.6,Colorless,21780.0,35282.00000000001
1.61,4,6,3,62.0,58.0,8978,7.46,7.51,4.64,Near Colorless,28768.0,43268.0
0.55,4,2,2,59.7,58.0,1269,5.33,5.35,3.19,Colorless,19044.300000000003,30914.0
0.72,4,7,4,61.4,58.0,1944,5.76,5.74,3.53,Near Colorless,21674.2,33408.0
0.37,4,5,5,60.9,60.0,833,4.63,4.6,2.81,Near Colorless,17112.899999999998,27780.0
0.3,4,4,5,61.9,59.0,605,4.3,4.32,2.67,Near Colorless,16527.3,25370.0
1.55,5,7,2,62.0,56.0,6805,7.42,7.38,4.59,Near Colorless,28458.0,41552.0
0.37,4,3,6,62.9,56.0,948,4.58,4.52,2.86,Colorless,17989.399999999998,25648.0
0.31,4,5,5,62.9,58.0,698,4.34,4.31,2.72,Near Colorless,17108.800000000003,25172.0
0.55,5,3,2,61.7,55.0,1183,5.26,5.28,3.25,Colorless,20052.5,28930.0
1.02,4,4,4,62.5,58.0,6301,6.41,6.46,4.02,Near Colorless,25124.999999999996,37178.0
0.23,3,3,6,61.4,56.0,583,3.94,3.97,2.43,Colorless,14920.2,22064.0
1.01,2,6,1,63.1,57.0,2844,6.35,6.39,4.02,Near Colorless,25366.199999999997,36195.0
0.33,4,3,4,60.1,58.0,666,4.45,4.47,2.68,Colorless,16106.800000000001,25810.000000000004
0.7,1,2,3,64.4,53.0,2697,5.61,5.57,3.6,Colorless,23184.000000000004,29733.000000000004
0.62,1,3,6,57.1,60.0,2088,5.65,5.7,3.24,Colorless,18500.4,33900.0
0.32,2,1,3,63.6,56.0,756,4.37,4.34,2.77,Colorless,17617.2,24472.0
0.74,5,6,3,61.3,56.0,2769,5.82,5.86,3.57,Near Colorless,21884.1,32592.0
0.52,5,5,7,61.2,57.0,1809,5.17,5.22,3.18,Near Colorless,19461.600000000002,29469.0
0.95,3,5,2,59.0,59.0,3335,6.38,6.51,3.77,Near Colorless,22243.0,37642.0
0.51,3,2,2,58.3,63.0,1265,5.21,5.26,3.05,Colorless,17781.499999999996,32823.0
0.32,5,4,5,62.0,56.0,645,4.37,4.41,2.72,Near Colorless,16864.0,24472.0
1.02,4,4,4,61.5,59.0,5250,6.4,6.45,3.95,Near Colorless,24292.5,37760.0
0.77,4,2,5,60.8,56.0,3260,5.95,5.9,3.6,Colorless,21888.0,33320.0
1.13,3,3,3,61.2,59.0,5017,6.72,6.75,4.12,Colorless,25214.4,39647.99999999999
0.41,4,3,3,59.8,59.0,755,4.82,4.85,2.89,Colorless,17282.2,28438.0
0.63,5,7,3,61.8,56.0,1565,5.47,5.52,3.39,Near Colorless,20950.2,30632.0
0.77,5,1,4,61.8,56.0,3721,5.84,5.9,3.63,Colorless,22433.399999999998,32703.999999999996
0.31,4,4,7,60.5,60.0,816,4.33,4.4,2.64,Near Colorless,15972.0,25980.0
0.71,5,4,3,61.4,57.0,2386,5.76,5.71,3.52,Near Colorless,21612.8,32832.0
1.2,5,2,2,61.1,55.0,5494,6.9,6.87,4.21,Colorless,25723.1,37950.0
1.01,4,4,5,62.6,59.0,6499,6.38,6.43,4.01,Near Colorless,25102.6,37642.0
0.3,3,4,6,61.3,57.0,684,4.29,4.33,2.64,Near Colorless,16183.199999999999,24453.0
0.7,5,1,2,62.1,55.0,2553,5.68,5.73,3.54,Colorless,21983.4,31239.999999999996
0.51,4,4,4,61.3,59.0,1443,5.17,5.11,3.15,Near Colorless,19309.5,30502.999999999996
0.32,3,5,5,61.7,61.0,561,4.38,4.43,2.72,Near Colorless,16782.4,26718.0
1.23,3,2,7,61.2,59.0,15878,6.9,6.98,4.25,Colorless,26010.000000000004,40710.0
0.51,5,4,5,61.5,54.9,1708,5.13,5.25,3.17,Near Colorless,19495.5,28163.7
0.3,5,2,4,61.2,55.0,844,4.35,4.31,2.65,Colorless,16218.0,23924.999999999996
0.71,5,4,3,61.6,56.0,2649,5.73,5.76,3.54,Near Colorless,21806.4,32088.0
0.3,4,1,2,61.0,61.0,574,4.31,4.25,2.61,Colorless,15920.999999999998,26290.999999999996
0.77,5,2,3,61.0,56.0,3827,5.92,5.94,3.62,Colorless,22082.0,33152.0
0.26,3,1,6,59.1,59.0,597,4.21,4.28,2.51,Colorless,14834.099999999999,24839.0
1.51,5,6,4,62.3,57.0,9297,7.28,7.37,4.56,Near Colorless,28408.799999999996,41496.0
0.55,4,3,3,60.2,58.0,1410,5.31,5.35,3.21,Colorless,19324.2,30797.999999999996
2.25,4,7,3,61.8,61.0,16004,8.46,8.39,5.21,Near Colorless,32197.8,51606.00000000001
1.68,4,4,5,58.2,57.0,13445,7.89,7.85,4.58,Near Colorless,26655.600000000006,44972.99999999999
1.09,5,3,8,61.6,55.0,11888,6.59,6.65,4.08,Colorless,25132.8,36245.0
0.5,5,3,2,61.6,54.0,1079,5.09,5.14,3.15,Colorless,19404.0,27486.0
1.04,2,3,5,63.2,57.0,7399,6.41,6.44,4.06,Colorless,25659.199999999997,36537.0
1.01,4,2,2,61.0,56.0,4371,6.42,6.36,3.9,Colorless,23790.0,35952.0
0.31,5,7,5,61.9,54.7,429,4.34,4.36,2.69,Near Colorless,16651.1,23739.8
1.23,4,6,4,61.1,60.0,6206,6.95,6.89,4.23,Near Colorless,25845.300000000003,41700.0
1.51,2,6,3,63.7,61.0,8097,7.11,7.15,4.54,Near Colorless,28919.800000000003,43371.0
0.31,5,5,3,61.3,56.0,464,4.36,4.39,2.68,Near Colorless,16428.399999999998,24416.000000000004
0.34,4,2,2,59.9,59.0,477,4.55,4.57,2.73,Colorless,16352.699999999999,26845.0
1.21,2,5,3,58.2,58.0,6022,6.98,7.01,4.07,Near Colorless,23687.4,40484.0
2.04,5,7,3,59.1,59.0,12554,8.29,8.24,4.88,Near Colorless,28840.800000000003,48910.99999999999
0.56,3,4,3,61.8,55.0,1361,5.28,5.33,3.28,Near Colorless,20270.399999999998,29040.000000000004
0.92,2,4,2,63.8,57.0,2677,6.19,6.13,3.93,Near Colorless,25073.4,35283.00000000001
1.51,4,6,2,62.6,59.0,7292,7.31,7.28,4.57,Near Colorless,28608.200000000004,43129.0
0.42,4,2,3,62.0,58.0,722,4.82,4.85,3.0,Colorless,18600.0,27956.0
0.85,3,2,4,63.6,56.0,3997,5.97,6.01,3.81,Colorless,24231.6,33432.0
0.59,5,4,4,62.1,57.0,1774,5.36,5.39,3.34,Near Colorless,20741.399999999998,30552.000000000004
0.42,5,3,5,61.0,57.0,1031,4.84,4.87,2.96,Colorless,18056.0,27588.0
0.4,2,3,7,60.6,62.0,1080,4.71,4.73,2.86,Colorless,17331.6,29202.0
0.25,3,4,7,60.6,55.0,525,4.12,4.14,2.5,Near Colorless,15150.0,22660.0
0.28,5,5,8,63.0,55.0,586,4.14,4.19,2.62,Near Colorless,16506.0,22770.0
0.71,2,4,5,58.1,59.0,2628,5.85,5.92,3.42,Near Colorless,19870.2,34515.0
0.55,3,3,4,62.1,55.4,1777,5.25,5.27,3.26,Colorless,20244.6,29084.999999999996
0.52,4,2,3,60.3,58.0,1369,5.2,5.24,3.15,Colorless,18994.5,30160.000000000004
0.71,5,1,4,62.1,56.0,3321,5.71,5.75,3.56,Colorless,22107.600000000002,31976.0
1.0,5,3,2,61.3,56.0,4452,6.46,6.43,3.95,Colorless,24213.5,36176.0
0.31,5,2,3,60.6,56.0,595,4.39,4.42,2.67,Colorless,16180.199999999999,24583.999999999996
1.52,4,2,5,60.6,58.0,16628,7.38,7.44,4.49,Colorless,27209.399999999998,42804.0
0.7,5,1,6,62.0,53.4,4369,5.69,5.72,3.54,Colorless,21948.0,30384.6
0.91,5,2,3,60.7,56.0,3665,6.26,6.22,3.79,Colorless,23005.300000000003,35056.0
1.22,3,4,6,59.3,58.0,9706,6.97,6.99,4.14,Near Colorless,24550.199999999997,40426.0
1.2,4,3,3,60.1,59.0,7282,6.92,6.85,4.14,Colorless,24881.399999999998,40828.0
0.5,3,1,4,63.4,57.0,1627,5.05,5.08,3.21,Colorless,20351.399999999998,28784.999999999996
1.46,4,1,2,62.0,55.0,8683,7.32,7.23,4.51,Colorless,27962.0,40260.0
2.21,4,5,2,61.3,60.0,14299,8.35,8.33,5.11,Near Colorless,31324.3,50100.0
0.34,2,1,3,63.1,57.0,626,4.44,4.46,2.81,Colorless,17731.100000000002,25308.0
1.05,4,5,2,62.8,56.0,3352,6.54,6.47,4.08,Near Colorless,25622.399999999998,36624.0
0.73,4,5,2,61.2,59.0,1699,5.83,5.77,3.55,Near Colorless,21726.0,34397.0
0.52,5,4,6,61.4,55.3,1957,5.18,5.21,3.19,Near Colorless,19586.6,28645.399999999994
2.06,5,5,2,62.0,57.0,11040,8.1,8.06,5.01,Near Colorless,31062.0,46170.0
